id,comment,program,time
궁디빵빵, 와~ 너무 맛있어보여요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
궁디빵빵, 진짜 먹어보고 싶네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 크로와상은 쟁여야쥬~💕💕,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
궁디빵빵, 빵 너무 먹어보고 싶어요~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
궁디빵빵, 진짜 바삭하고 좋네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
loveyj0303, 2021120999706011 구매했어용😊❤️🧡💚💙,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hun, 대박...,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
소피jang, 구매금액상관없이 브러쉬 주시는건가요??,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 오오,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 주인공은 페스추리,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hun, 다 맛있어보여서 뭘 사야할지 모르겠네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hkmlove2155, 페스츄리 아닌건 몇개들어있나ㅇ요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
궁디빵빵, 빵 정말 맛있어보입니다!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
궁디빵빵, 대박이네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
van, 안녕하세요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 페스추리가 짱이네 우유 브러쉬도 주는데,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
