id,comment,program,time
dls, 맛잇게따..,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074137
bae, 간식용으로 최고겠다,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074158
dls, 전샀어요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074220
이진경, 유자 원픽 빨리 먹어주세요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074220
dls, 딸기랑 고구마랑 사과에 무너짐,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074220
dls, 오,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074220
dls, 알아요알아요 그맛,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074240
이진경, 유자유자유자유자자자자♡,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074240
이진경, 유자는 고흥이죠,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074240
bae, 유기농이라 해서 구매했어요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074301
dls, 두분 방송아닌거처검 계속 숟가락이 가는듯 ㅋㅋㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074322
날아서통장탈출, 아 뭐사지ㅠㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074404
dls, 우리것이 좋은것이여 ㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074425
dls, k과일 ㅋㅋㅋ굳굳,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074425
dls, 겹치지 않은거 보니 다맛잇네 ㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074631
이진경, 부담스럽 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074713
날아서통장탈출, 아 작아서 고민했는데 그런 의미가 있었네,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_074858
